home_type,state,borough,zip,lot_size,house_area,bedrooms,bathrooms,price
MULTI_FAMILY,CT,New Britain,6051,0.12,2404.0,6.0,2.0,195000
SINGLE_FAMILY,CT,Yantic,6389,0.13,2116.0,5.0,2.0,144900
SINGLE_FAMILY,CT,Waterbury,6704,0.18,840.0,3.0,1.0,159999
SINGLE_FAMILY,CT,New Haven,6519,0.09,1213.0,4.0,1.0,160000
CONDO,CT,Waterbury,6705,,896.0,2.0,2.0,107900
CONDO,CT,Middletown,6457,,670.0,1.0,1.0,145000
SINGLE_FAMILY,CT,Coventry,6238,0.2,592.0,1.0,1.0,185000
SINGLE_FAMILY,CT,New Haven,6513,0.1,1673.0,3.0,1.0,168900
SINGLE_FAMILY,CT,Norwich,6360,0.88,1559.0,2.0,1.0,198800
CONDO,CT,New London,6320,,1255.0,3.0,2.0,192500
SINGLE_FAMILY,CT,New Haven,6515,0.21,816.0,3.0,1.0,183000
SINGLE_FAMILY,CT,Branford,6405,0.7,888.0,2.0,1.0,198550
SINGLE_FAMILY,CT,Torrington,6790,0.6,1616.0,3.0,2.0,197000
MULTI_FAMILY,CT,Hartford,6106,0.12,1890.0,,0.0,189000
CONDO,CT,Plainfield,6374,,810.0,2.0,1.0,145000
CONDO,CT,Norwich,6360,,1507.0,2.0,2.0,140000
CONDO,CT,Torrington,6790,,983.0,2.0,1.0,145000
CONDO,CT,Stamford,6902,,725.0,1.0,1.0,185000
SINGLE_FAMILY,CT,Stratford,6615,0.09,952.0,2.0,1.0,199900
SINGLE_FAMILY,CT,Bloomfield,6002,0.11,1155.0,3.0,1.0,196600
CONDO,CT,Bridgeport,6604,,604.0,1.0,1.0,129950
MULTI_FAMILY,CT,Norwich,6360,0.11,1364.0,,0.0,192000
MULTI_FAMILY,CT,Norwich,6360,0.08,1454.0,4.0,2.0,199900
CONDO,CT,Stratford,6615,,640.0,1.0,1.0,170000
CONDO,CT,Hartford,6112,,1210.0,3.0,2.0,110000
CONDO,CT,Waterbury,6704,,1064.0,2.0,2.0,130000
CONDO,CT,Bridgeport,6604,,1093.0,1.0,1.0,174000
CONDO,CT,Vernon,6066,,1026.0,2.0,1.0,135000
CONDO,CT,Southbury,6488,,1044.0,2.0,2.0,199900
SINGLE_FAMILY,CT,Enfield,6082,0.31,996.0,3.0,2.0,199900
SINGLE_FAMILY,CT,Norwich,6360,0.44,1452.0,3.0,2.0,185000
CONDO,CT,Danbury,6810,,734.0,1.0,1.0,149900
MULTI_FAMILY,CT,Norwich,6360,0.08,1454.0,4.0,2.0,199900
SINGLE_FAMILY,CT,New Haven,6513,0.1,1673.0,3.0,1.0,168900
CONDO,CT,Hamden,6517,,1075.0,2.0,1.0,185000
CONDO,CT,Norwich,6360,,1507.0,2.0,2.0,140000
SINGLE_FAMILY,CT,Bloomfield,6002,0.11,1155.0,3.0,1.0,196600
CONDO,CT,New Haven,6511,,1290.0,3.0,2.0,199999
CONDO,CT,Bridgeport,6604,,1093.0,1.0,1.0,174000
MULTI_FAMILY,CT,Willimantic,6226,0.03,1392.0,3.0,3.0,177000
CONDO,CT,Danbury,6810,,734.0,1.0,1.0,149900
CONDO,CT,Vernon,6066,,1026.0,2.0,1.0,135000
CONDO,CT,Waterbury,6706,,576.0,1.0,1.0,109000
CONDO,CT,New Haven,6513,,1040.0,2.0,1.0,140000
CONDO,CT,Waterbury,6704,,1032.0,2.0,2.0,180000
CONDO,CT,Cheshire,6410,,853.0,1.0,1.0,148000
SINGLE_FAMILY,CT,Meriden,6450,0.23,1040.0,3.0,2.0,189900
SINGLE_FAMILY,CT,East Hartford,6108,0.06,1007.0,2.0,1.0,199900
SINGLE_FAMILY,CT,Norwich,6360,0.07,1144.0,3.0,1.0,189999
CONDO,CT,Waterbury,6704,,1074.0,2.0,2.0,169900
SINGLE_FAMILY,CT,Bridgeport,6605,0.06,1184.0,3.0,2.0,190000
CONDO,CT,Cos Cob,6807,,,0.0,0.0,100000
CONDO,CT,Stamford,6907,,628.0,0.0,1.0,139000
CONDO,CT,Stamford,6907,,621.0,0.0,1.0,154000
SINGLE_FAMILY,CT,Meriden,6451,0.23,1824.0,4.0,1.0,235000
SINGLE_FAMILY,CT,Norwich,6360,0.74,1472.0,4.0,3.0,249900
SINGLE_FAMILY,CT,Hamden,6518,0.24,1368.0,3.0,1.0,289900
SINGLE_FAMILY,CT,Hamden,6514,0.55,1962.0,3.0,2.0,275000
SINGLE_FAMILY,CT,Salem,6420,1.0,1666.0,4.0,2.0,299900
SINGLE_FAMILY,CT,Milford,6460,0.51,1600.0,3.0,3.0,239900
SINGLE_FAMILY,CT,Baltic,6330,2.9,1152.0,3.0,2.0,275000
SINGLE_FAMILY,CT,Bloomfield,6002,4.11,4212.0,5.0,4.0,255000
SINGLE_FAMILY,CT,Southbury,6488,0.63,3072.0,5.0,2.0,200000
SINGLE_FAMILY,CT,Manchester,6040,0.22,1722.0,3.0,2.0,229900
SINGLE_FAMILY,CT,Norwich,6360,0.69,1314.0,3.0,2.0,265000
SINGLE_FAMILY,CT,Wethersfield,6109,0.28,1474.0,3.0,2.0,299900
CONDO,CT,Farmington,6032,,1236.0,2.0,3.0,230000
SINGLE_FAMILY,CT,Hamden,6514,0.43,1176.0,3.0,1.0,249900
SINGLE_FAMILY,CT,Bloomfield,6002,0.44,2891.0,4.0,4.0,224900
SINGLE_FAMILY,CT,Plainville,6062,0.21,864.0,3.0,1.0,220000
SINGLE_FAMILY,CT,New Milford,6776,0.5,1876.0,2.0,2.0,269000
SINGLE_FAMILY,CT,South Windsor,6074,0.45,1310.0,3.0,2.0,284900
SINGLE_FAMILY,CT,Newington,6111,1.33,1374.0,4.0,2.0,264999
SINGLE_FAMILY,CT,Hamden,6514,0.09,1232.0,3.0,2.0,229000
SINGLE_FAMILY,CT,Stafford Springs,6076,1.05,1782.0,3.0,3.0,200000
SINGLE_FAMILY,CT,Waterbury,6704,0.24,1246.0,3.0,2.0,229999
SINGLE_FAMILY,CT,Portland,6480,0.28,1556.0,3.0,2.0,207000
SINGLE_FAMILY,CT,Bolton,6043,2.83,1248.0,3.0,1.0,299900
SINGLE_FAMILY,CT,Waterbury,6706,0.26,1368.0,3.0,1.0,234500
SINGLE_FAMILY,CT,Meriden,6450,0.13,1288.0,2.0,2.0,224999
SINGLE_FAMILY,CT,South Windsor,6074,0.34,1540.0,2.0,2.0,299900
MULTI_FAMILY,CT,Moodus,6469,0.54,1920.0,5.0,2.0,249000
SINGLE_FAMILY,CT,Meriden,6450,0.32,1280.0,3.0,2.0,265000
SINGLE_FAMILY,CT,West Hartford,6110,0.26,1350.0,3.0,2.0,244900
SINGLE_FAMILY,CT,Vernon,6066,0.22,1463.0,3.0,1.0,245000
SINGLE_FAMILY,CT,Middletown,6457,0.87,1532.0,3.0,2.0,299900
SINGLE_FAMILY,CT,Torrington,6790,0.92,1708.0,3.0,2.0,250000
SINGLE_FAMILY,CT,North Haven,6473,0.21,1580.0,3.0,2.0,250000
SINGLE_FAMILY,CT,New Haven,6513,0.17,1719.0,3.0,2.0,269000
SINGLE_FAMILY,CT,Sandy Hook,6482,0.12,689.0,1.0,1.0,280000
SINGLE_FAMILY,CT,Hamden,6518,0.17,1040.0,3.0,1.0,249900
SINGLE_FAMILY,CT,Middletown,6457,0.49,1532.0,3.0,2.0,282999
SINGLE_FAMILY,CT,Meriden,6450,0.14,1700.0,3.0,2.0,269900
SINGLE_FAMILY,CT,Waterbury,6704,0.17,1331.0,3.0,1.0,299999
