zipcode,city,state,county,population,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count,crime_count,crime_rate
7876,Succasunna,NJ,Morris,31857,,,,,,,,,,,,,
7877,Swartswood,NJ,Sussex,,,,,,,,,,,,,,
7878,Mount Tabor,NJ,Morris,2802,,,,,,,,,,,,,
7879,Tranquility,NJ,Sussex,,,,,,,,,,,,,,
7880,Vienna,NJ,Warren,576,,,,,,,,,,,,,
7881,Wallpack Center,NJ,Sussex,48,,,,,,,,,,,,,
7882,Washington,NJ,Warren,43476,307500,26,58,16,0,8,16,176,1947,379710,43,,
7885,Wharton,NJ,Morris,30234,399749,11,23,8,0,0,10,208,1558,405017,21,,
7890,Branchville,NJ,Sussex,,,,,,,,,,,,,,
7901,Summit,NJ,Union,68418,991250,33,29,34,2,4,35,487,3135,1737385,65,,
7902,Summit,NJ,Union,,,,,,,,,,,,,,
7920,Basking Ridge,NJ,Somerset,80241,904250,30,19,26,0,6,43,331,2416,1080212,72,,
7921,Bedminster,NJ,Somerset,22863,744950,10,20,12,0,0,13,360,2414,2785253,23,,
7922,Berkeley Heights,NJ,Union,36738,668725,9,29,6,0,0,14,299,2876,740439,23,,
7924,Bernardsville,NJ,Somerset,22602,,,,,,,,,,,,,
7926,Brookside,NJ,Morris,360,889900,0,126,0,0,0,1,,,889900,1,,
7927,Cedar Knolls,NJ,Morris,10209,,,,,,,,,,,,,
7928,Chatham,NJ,Morris,57432,1504750,28,18,30,0,2,31,493,3598,1748049,59,,
7930,Chester,NJ,Morris,25677,1174675,17,43,10,0,0,16,267,4860,1703161,33,,
7931,Far Hills,NJ,Somerset,9888,2297500,12,136,2,0,0,6,422,6554,3154492,17,,
7932,Florham Park,NJ,Morris,29604,934000,19,95,10,0,2,19,343,2569,1132276,36,,
7933,Gillette,NJ,Morris,9753,,,,,,,,,,,,,
7934,Gladstone,NJ,Somerset,4503,,,,,,,,,,,,,
7935,Green Village,NJ,Morris,939,,,,,,,,,,,,,
7936,East Hanover,NJ,Morris,33471,657475,6,15,6,0,0,12,309,1992,643971,18,,
7938,Liberty Corner,NJ,Somerset,,1110000,1,127,0,0,0,,,,1110000,1,,
7939,Lyons,NJ,Somerset,684,,,,,,,,,,,,,
7940,Madison,NJ,Morris,51834,,,,,,,,,,,,,
7945,Mendham,NJ,Morris,28617,1184750,19,50,20,0,4,18,293,5017,1440407,38,,
7946,Millington,NJ,Morris,9432,869500,4,27,2,0,0,8,308,3208,922000,11,,
7950,Morris Plains,NJ,Morris,58692,,,,,,,,,,,,,
7960,Morristown,NJ,Morris,131241,791500,40,20,44,0,6,40,331,2736,965842,80,,
7961,Convent Station,NJ,Morris,12,,,,,,,,,,,,,
7962,Morristown,NJ,Morris,,,,,,,,,,,,,,
7963,Morristown,NJ,Morris,,,,,,,,,,,,,,
7970,Mount Freedom,NJ,Morris,351,,,,,,,,,,,,,
7974,New Providence,NJ,Union,35304,874000,13,41,6,0,0,13,350,3319,1081942,26,,
7976,New Vernon,NJ,Morris,2262,,,,,,,,,,,,,
7977,Peapack,NJ,Somerset,2007,,,,,,,,,,,,,
7978,Pluckemin,NJ,Somerset,,,,,,,,,,,,,,
7979,Pottersville,NJ,Hunterdon,1767,682000,2,10,2,0,0,,242,2544,682000,2,,
7980,Stirling,NJ,Morris,6921,,,,,,,,,,,,,
7981,Whippany,NJ,Morris,26595,,,,,,,,,,,,,
7999,Whippany,NJ,Morris,,,,,,,,,,,,,,
8001,Alloway,NJ,Salem,2532,322450,3,40,0,0,2,1,231,1680,416483,4,,
8002,Cherry Hill,NJ,Camden,66822,387475,11,18,18,0,2,29,205,1822,390989,40,,
8003,Cherry Hill,NJ,Camden,91887,,,,,,,,,,,,,
8004,Atco,NJ,Camden,37050,242500,14,47,8,0,0,19,170,1548,303095,32,,
8005,Barnegat,NJ,Ocean,67344,487450,52,33,48,0,8,87,242,2039,475589,138,,
8006,Barnegat Light,NJ,Ocean,1554,2450000,7,152,0,0,0,2,990,2500,2461571,9,,
8007,Barrington,NJ,Camden,15750,,,,,,,,,,,,,
8008,Beach Haven,NJ,Ocean,20925,2373500,133,60,42,0,24,73,975,2500,2701319,199,,
8009,Berlin,NJ,Camden,38562,359350,17,36,16,0,0,17,205,1673,361152,33,,
8010,Beverly,NJ,Burlington,34617,,,,,,,,,,,,,
8011,Birmingham,NJ,Burlington,99,,,,,,,,,,,,,
8012,Blackwood,NJ,Camden,116976,380750,20,35,20,6,6,52,189,1767,374879,71,,
8014,Bridgeport,NJ,Gloucester,1512,125000,1,190,0,0,0,3,109,1144,125000,3,,
8015,Browns Mills,NJ,Burlington,62289,274900,29,30,26,0,2,51,198,1320,280187,79,,
8016,Burlington,NJ,Burlington,100620,302000,42,34,36,2,8,62,173,1792,314527,105,,
8018,Cedar Brook,NJ,Camden,,,,,,,,,,,,,,
8019,Chatsworth,NJ,Burlington,2775,,,,,,,,,,,,,
8020,Clarksboro,NJ,Gloucester,6603,374950,5,34,6,0,0,4,195,2089,379581,8,,
8021,Clementon,NJ,Camden,134499,,,,,,,,,,,,,
8022,Columbus,NJ,Burlington,26349,328225,13,18,12,0,4,22,216,1528,400705,34,,
8023,Deepwater,NJ,Salem,1353,209675,2,21,2,0,0,2,151,1366,209675,4,,
8025,Ewan,NJ,Gloucester,,,,,,,,,,,,,,
8026,Gibbsboro,NJ,Camden,6822,484450,5,338,0,0,0,1,155,2913,527643,5,,
8027,Gibbstown,NJ,Gloucester,14664,274600,5,58,4,0,0,6,174,1436,277015,10,,
8028,Glassboro,NJ,Gloucester,60234,325000,19,68,20,0,8,41,200,1485,303300,59,,
8029,Glendora,NJ,Camden,14352,287425,6,26,4,0,0,9,188,1741,292869,14,,
8030,Gloucester City,NJ,Camden,40230,,,,,,,,,,,,,
8031,Bellmawr,NJ,Camden,34752,261225,7,37,8,0,6,17,177,1369,247819,23,,
8032,Grenloch,NJ,Gloucester,,369000,1,18,0,0,0,1,204,1808,369000,2,,
8033,Haddonfield,NJ,Camden,48783,894250,20,54,20,0,6,22,328,2814,1266104,42,,
8034,Cherry Hill,NJ,Camden,54453,357250,11,21,26,0,4,19,226,1599,381744,32,,
8035,Haddon Heights,NJ,Camden,22698,,,,,,,,,,,,,
8036,Hainesport,NJ,Burlington,17751,,,,,,,,,,,,,
8037,Hammonton,NJ,Atlantic,72924,359825,34,44,18,2,4,44,203,1604,379605,77,,
8038,Hancocks Bridge,NJ,Salem,372,50000,1,112,0,0,0,2,40,1254,50000,3,,
8039,Harrisonville,NJ,Gloucester,411,185000,1,232,0,0,0,,123,1502,185000,1,,
8041,Jobstown,NJ,Burlington,3006,679900,1,503,0,0,0,3,272,2950,679900,4,,
8042,Juliustown,NJ,Burlington,609,,,,,,,,,,,,,
8043,Voorhees,NJ,Camden,87393,,,,,,,,,,,,,
8045,Lawnside,NJ,Camden,8727,215000,3,13,4,0,2,2,134,1586,239167,5,,
8046,Willingboro,NJ,Burlington,94761,326000,73,37,52,0,18,98,181,1798,324686,170,,
8048,Lumberton,NJ,Burlington,37485,477475,7,32,12,0,0,21,211,1954,448891,27,,
8049,Magnolia,NJ,Camden,16050,243725,3,36,6,0,2,7,185,1377,240430,10,,
8050,Manahawkin,NJ,Ocean,72855,644450,61,87,24,0,10,62,267,2141,745770,121,,
8051,Mantua,NJ,Gloucester,32274,,,,,,,,,,,,,
8052,Maple Shade,NJ,Burlington,57516,268675,11,31,14,2,2,19,201,1231,285020,30,,
8053,Marlton,NJ,Burlington,136614,,,,,,,,,,,,,
8054,Mount Laurel,NJ,Burlington,125592,,,,,,,,,,,,,
8055,Medford,NJ,Burlington,81537,529950,31,32,38,0,8,46,208,2458,646279,75,,
8056,Mickleton,NJ,Gloucester,14208,695000,4,25,0,0,0,7,182,3858,683180,11,,
8057,Moorestown,NJ,Burlington,63270,721925,29,88,26,0,14,37,254,2888,962768,65,,
8059,Mount Ephraim,NJ,Camden,16836,288975,12,36,6,0,6,13,221,1370,297499,24,,
8060,Mount Holly,NJ,Burlington,74139,324000,22,30,44,0,6,107,198,1632,356714,131,,
8061,Mount Royal,NJ,Gloucester,8016,271675,2,138,4,0,0,2,167,1573,247042,4,,
8062,Mullica Hill,NJ,Gloucester,47268,,,,,,,,,,,,,
8063,National Park,NJ,Gloucester,9306,,,,,,,,,,,,,
8064,New Lisbon,NJ,Burlington,933,,,,,,,,,,,,,
8065,Palmyra,NJ,Burlington,22194,,,,,,,,,,,,,
8066,Paulsboro,NJ,Gloucester,25311,,,,,,,,,,,,,
8067,Pedricktown,NJ,Salem,4905,662150,14,936,4,0,0,5,224,2993,589564,19,,
8068,Pemberton,NJ,Burlington,20181,,,,,,,,,,,,,
8069,Penns Grove,NJ,Salem,39228,176950,22,88,8,0,4,21,143,1397,195177,43,,
8070,Pennsville,NJ,Salem,39177,260000,21,60,14,0,2,30,149,1699,256638,52,,
8071,Pitman,NJ,Gloucester,28653,,,,,,,,,,,,,
8072,Quinton,NJ,Salem,675,257500,1,33,0,0,0,2,182,1496,257500,2,,
8073,Rancocas,NJ,Burlington,609,,,,,,,,,,,,,
8074,Richwood,NJ,Gloucester,174,,,,,,,,,,,,,
8075,Riverside,NJ,Burlington,86682,,,,,,,,,,,,,
8076,Riverton,NJ,Burlington,,,,,,,,,,,,,,
8077,Riverton,NJ,Burlington,54921,,,,,,,,,,,,,
8078,Runnemede,NJ,Camden,25155,275750,5,13,8,0,0,11,181,1525,277882,16,,
8079,Salem,NJ,Salem,32961,164950,22,65,12,0,10,25,93,1874,255020,48,,
8080,Sewell,NJ,Gloucester,112299,,,,,,,,,,,,,
8081,Sicklerville,NJ,Camden,151767,,,,,,,,,,,,,
8083,Somerdale,NJ,Camden,28365,294500,4,103,2,0,0,17,183,1440,298975,23,,
8084,Stratford,NJ,Camden,21120,254900,8,28,6,0,4,12,176,1418,261544,18,,
8085,Swedesboro,NJ,Gloucester,56211,365000,18,37,18,0,2,32,171,2008,547160,49,,
8086,Thorofare,NJ,Gloucester,23097,342425,8,73,6,0,0,19,195,1821,351256,27,,
8087,Tuckerton,NJ,Ocean,72312,423225,81,45,50,2,12,94,251,1588,459448,173,,
8088,Vincentown,NJ,Burlington,73992,417250,47,77,30,0,20,38,213,2026,570451,85,,
8089,Waterford Works,NJ,Camden,12759,299900,5,42,4,0,0,10,193,1756,308875,15,,
8090,Wenonah,NJ,Gloucester,25074,,,,,,,,,,,,,
8091,West Berlin,NJ,Camden,16071,331450,6,59,6,2,0,10,223,1357,350140,17,,
8092,West Creek,NJ,Ocean,11019,,,,,,,,,,,,,
8093,Westville,NJ,Gloucester,29223,,,,,,,,,,,,,
8094,Williamstown,NJ,Gloucester,119820,,,,,,,,,,,,,
8095,Winslow,NJ,Camden,708,,,,,,,,,,,,,
8096,Deptford,NJ,Gloucester,108348,,,,,,,,,,,,,
8097,Woodbury Heights,NJ,Gloucester,9879,234450,5,41,4,0,0,7,146,1499,235833,11,,
8098,Woodstown,NJ,Salem,27270,,,,,,,,,,,,,
8099,Bellmawr,NJ,Camden,,,,,,,,,,,,,,
8101,Camden,NJ,Camden,,,,,,,,,,,,,,
8102,Camden,NJ,Camden,22695,,,,,,,,,,,,,
8103,Camden,NJ,Camden,45570,110000,22,65,18,0,6,21,91,1194,132843,42,,
8104,Camden,NJ,Camden,71553,99250,42,65,22,2,8,31,91,1112,107206,72,,
8105,Camden,NJ,Camden,87231,134973,15,47,12,0,4,18,121,1172,138495,33,,
8106,Audubon,NJ,Camden,29622,,,,,,,,,,,,,
8107,Oaklyn,NJ,Camden,41025,,,,,,,,,,,,,
8108,Collingswood,NJ,Camden,54135,368750,13,14,24,0,2,33,240,1510,411562,44,,
8109,Merchantville,NJ,Camden,67221,256200,21,33,28,0,4,34,193,1454,267802,54,,
8110,Pennsauken,NJ,Camden,57024,,,,,,,,,,,,,
8201,Absecon,NJ,Atlantic,30021,,,,,,,,,,,,,
8202,Avalon,NJ,Cape May,4332,3270000,70,109,16,0,12,22,1296,2673,3971877,91,,
8203,Brigantine,NJ,Atlantic,28362,712450,49,48,38,0,8,45,451,1331,1118882,94,,
8204,Cape May,NJ,Cape May,55671,,,,,,,,,,,,,
8205,Absecon,NJ,Atlantic,85878,,,,,,,,,,,,,
8210,Cape May Court House,NJ,Cape May,51501,499900,65,55,26,0,8,51,274,1858,668163,115,,
8212,Cape May Point,NJ,Cape May,882,1449450,4,24,0,0,0,3,832,1779,1474725,7,,
8213,Cologne,NJ,Atlantic,,,,,,,,,,,,,,
8214,Dennisville,NJ,Cape May,,,,,,,,,,,,,,
8215,Egg Harbor City,NJ,Atlantic,40326,311113,14,43,12,0,2,23,187,1855,381336,35,,
8217,Elwood,NJ,Atlantic,210,,,,,,,,,,,,,
8218,Goshen,NJ,Cape May,,,,,,,,,,,,,,
8219,Green Creek,NJ,Cape May,,,,,,,,,,,,,,
8220,Leeds Point,NJ,Atlantic,,,,,,,,,,,,,,
8221,Linwood,NJ,Atlantic,21276,556950,21,40,16,4,0,17,228,2970,697117,37,,
8223,Marmora,NJ,Cape May,12375,399000,6,156,4,0,0,5,347,1038,432313,11,,
8224,New Gretna,NJ,Burlington,1719,,,,,,,,,,,,,
8225,Northfield,NJ,Atlantic,25977,306800,12,46,8,0,2,20,162,2100,357368,31,,
8226,Ocean City,NJ,Cape May,35103,1352500,235,70,62,0,38,118,798,1719,1707081,347,,
8230,Ocean View,NJ,Cape May,16797,449000,11,22,6,0,4,8,232,1989,549450,19,,
8231,Oceanville,NJ,Atlantic,,,,,,,,,,,,,,
8232,Pleasantville,NJ,Atlantic,57876,,,,,,,,,,,,,
8234,Egg Harbor Township,NJ,Atlantic,127596,,,,,,,,,,,,,
8240,Pomona,NJ,Atlantic,7113,,,,,,,,,,,,,
8241,Port Republic,NJ,Atlantic,3309,,,,,,,,,,,,,
8242,Rio Grande,NJ,Cape May,9648,297400,6,29,6,0,0,4,208,1188,385202,10,,
8243,Sea Isle City,NJ,Cape May,6342,1896000,54,67,14,0,14,32,830,2295,1967719,86,,
8244,Somers Point,NJ,Atlantic,32547,,,,,,,,,,,,,
8245,South Dennis,NJ,Cape May,,,,,,,,,,,,,,
8246,South Seaville,NJ,Cape May,276,181950,8,20,4,0,0,2,285,1200,204550,9,,
8247,Stone Harbor,NJ,Cape May,2775,,,,,,,,,,,,,
8248,Strathmere,NJ,Cape May,474,1650000,3,114,0,0,0,1,968,1550,1834167,4,,
8250,Tuckahoe,NJ,Cape May,,,,,,,,,,,,,,
8251,Villas,NJ,Cape May,31092,,,,,,,,,,,,,
8252,Whitesboro,NJ,Cape May,,,,,,,,,,,,,,
8260,Wildwood,NJ,Cape May,40983,527225,126,73,78,2,14,130,462,1400,715493,254,,
8270,Woodbine,NJ,Cape May,25476,349000,20,89,4,0,8,13,162,1932,357040,31,,
8302,Bridgeton,NJ,Cumberland,140616,224925,46,47,26,4,10,46,171,1341,307050,91,,
8310,Buena,NJ,Atlantic,5010,340750,7,114,2,0,0,1,225,1450,322571,7,,
8311,Cedarville,NJ,Cumberland,6171,,,,,,,,,,,,,
8312,Clayton,NJ,Gloucester,23625,274250,11,60,8,0,4,17,178,1500,283639,28,,
8313,Deerfield Street,NJ,Cumberland,,,,,,,,,,,,,,
8314,Delmont,NJ,Cumberland,7533,,,,,,,,,,,,,
8315,Dividing Creek,NJ,Cumberland,,65000,1,217,0,0,0,1,46,1404,65000,1,,
8316,Dorchester,NJ,Cumberland,1200,,,,,,,,,,,,,
8317,Dorothy,NJ,Atlantic,4032,,,,,,,,,,,,,
8318,Elmer,NJ,Salem,38106,286175,18,35,12,0,6,20,175,1761,385894,36,,
8319,Estell Manor,NJ,Atlantic,3759,,,,,,,,,,,,,
8320,Fairton,NJ,Cumberland,3768,,,,,,,,,,,,,
8321,Fortescue,NJ,Cumberland,741,149950,4,135,0,0,0,2,185,749,151207,5,,
8322,Franklinville,NJ,Gloucester,31572,464450,25,271,8,0,0,16,177,1690,556958,41,,
8323,Greenwich,NJ,Cumberland,2412,,,,,,,,,,,,,
8324,Heislerville,NJ,Cumberland,1578,,,,,,,,,,,,,
8326,Landisville,NJ,Atlantic,5283,284450,2,10,4,0,0,1,196,1399,284450,3,,
8327,Leesburg,NJ,Cumberland,9210,,,,,,,,,,,,,
8328,Malaga,NJ,Gloucester,4041,248749,4,133,0,0,0,3,284,967,265000,7,,
8329,Mauricetown,NJ,Cumberland,663,131000,1,266,0,0,0,1,71,1848,131000,2,,
8330,Mays Landing,NJ,Atlantic,84501,299700,56,54,28,2,8,60,181,1642,316536,114,,
8332,Millville,NJ,Cumberland,110304,,,,,,,,,,,,,
8340,Milmay,NJ,Atlantic,2937,289000,3,65,2,0,0,,233,1314,300833,3,,
8341,Minotola,NJ,Atlantic,6717,249900,0,40,0,0,0,1,167,1495,249900,1,,
8342,Mizpah,NJ,Atlantic,,,,,,,,,,,,,,
8343,Monroeville,NJ,Gloucester,15090,522975,4,169,0,0,2,5,210,2633,544368,9,,
8344,Newfield,NJ,Gloucester,17541,358700,6,31,8,0,0,5,187,1534,324779,10,,
8345,Newport,NJ,Cumberland,2415,337450,4,138,0,0,0,3,340,1056,283721,7,,
8346,Newtonville,NJ,Atlantic,2529,,,,,,,,,,,,,
8347,Norma,NJ,Salem,,,,,,,,,,,,,,
8348,Port Elizabeth,NJ,Cumberland,825,,,,,,,,,,,,,
8349,Port Norris,NJ,Cumberland,7041,116175,6,188,0,0,0,4,107,1514,136972,10,,
8350,Richland,NJ,Atlantic,2475,,,,,,,,,,,,,
8352,Rosenhayn,NJ,Cumberland,1344,,,,,,,,,,,,,
8353,Shiloh,NJ,Cumberland,1548,,,,,,,,,,,,,
8360,Vineland,NJ,Cumberland,130065,,,,,,,,,,,,,
8361,Vineland,NJ,Cumberland,52056,340950,29,54,24,0,10,20,182,1894,374071,49,,
8362,Vineland,NJ,Cumberland,,,,,,,,,,,,,,
8401,Atlantic City,NJ,Atlantic,118662,208750,171,64,56,2,16,70,213,1092,292854,242,,
8402,Margate City,NJ,Atlantic,19062,1722500,82,60,30,0,6,50,630,2240,1901340,133,,
8403,Longport,NJ,Atlantic,2991,,,,,,,,,,,,,
8404,Atlantic City,NJ,Atlantic,,,,,,,,,,,,,,
8405,Atlantic City,NJ,Atlantic,,,,,,,,,,,,,,
8406,Ventnor City,NJ,Atlantic,31950,736950,61,94,22,0,6,48,352,2160,1009782,112,,
8501,Allentown,NJ,Monmouth,19746,,,,,,,,,,,,,
8502,Belle Mead,NJ,Somerset,33951,887000,9,9,16,0,2,6,309,2764,912110,13,,
8504,Blawenburg,NJ,Somerset,,,,,,,,,,,,,,
8505,Bordentown,NJ,Burlington,53208,354950,18,25,22,0,2,25,214,1799,521047,43,,
8510,Millstone Township,NJ,Monmouth,15693,,,,,,,,,,,,,
8511,Cookstown,NJ,Burlington,2478,,,,,,,,,,,,,
8512,Cranbury,NJ,Middlesex,30315,552000,15,27,6,0,2,8,296,1639,515800,24,,
8514,Cream Ridge,NJ,Monmouth,13431,210637,7,113,0,0,2,9,212,896,312933,16,,
8515,Chesterfield,NJ,Burlington,13911,543950,9,105,2,0,2,9,250,1801,700980,17,,
8518,Florence,NJ,Burlington,14958,,,,,,,,,,,,,
8520,Hightstown,NJ,Mercer,83607,,,,,,,,,,,,,
8525,Hopewell,NJ,Mercer,14301,597695,10,62,14,0,0,5,278,2120,1530821,15,,
8526,Imlaystown,NJ,Monmouth,,,,,,,,,,,,,,
8527,Jackson,NJ,Ocean,163176,628425,129,52,78,0,34,147,282,2199,673246,270,,
8528,Kingston,NJ,Somerset,945,2325000,2,108,0,0,0,,1400,3000,2325000,2,,
8530,Lambertville,NJ,Hunterdon,24213,646500,18,56,10,0,2,22,313,1918,715333,36,,
8533,New Egypt,NJ,Ocean,20835,389675,15,29,10,0,2,39,224,2002,489480,54,,
8534,Pennington,NJ,Mercer,38787,644500,18,40,18,0,4,37,237,2276,861636,55,,
8535,Millstone Township,NJ,Monmouth,16155,,,,,,,,,,,,,
8536,Plainsboro,NJ,Middlesex,60219,574950,15,19,22,0,0,16,260,2375,533507,30,,
8540,Princeton,NJ,Mercer,141345,,,,,,,,,,,,,
8541,Princeton,NJ,Mercer,,,,,,,,,,,,,,
8542,Princeton,NJ,Mercer,15567,,,,,,,,,,,,,
8543,Princeton,NJ,Mercer,,,,,,,,,,,,,,
8544,Princeton,NJ,Mercer,,,,,,,,,,,,,,
8550,Princeton Junction,NJ,Mercer,58335,722450,8,32,10,0,2,19,284,2928,1329782,25,,
8551,Ringoes,NJ,Hunterdon,16596,679500,8,66,4,0,0,6,266,2120,908922,14,,
8553,Rocky Hill,NJ,Somerset,2046,,,,,,,,,,,,,
8554,Roebling,NJ,Burlington,11454,,,,,,,,,,,,,
8555,Roosevelt,NJ,Monmouth,2631,339000,1,196,0,0,0,2,185,1836,339000,3,,
8556,Rosemont,NJ,Hunterdon,,,,,,,,,,,,,,
8557,Sergeantsville,NJ,Hunterdon,,,,,,,,,,,,,,
8558,Skillman,NJ,Somerset,19887,981534,8,15,10,0,0,9,303,2590,1049192,17,,
8559,Stockton,NJ,Hunterdon,14946,,,,,,,,,,,,,
8560,Titusville,NJ,Mercer,10968,629975,6,82,6,0,0,8,294,2878,1023290,14,,
8561,Windsor,NJ,Mercer,678,,,,,,,,,,,,,
8562,Wrightstown,NJ,Burlington,16113,834500,5,78,6,0,0,3,222,3445,811250,9,,
8601,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8602,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8603,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8604,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8605,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8606,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8607,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8608,Trenton,NJ,Mercer,2949,,,,,,,,,,,,,
8609,Trenton,NJ,Mercer,40638,,,,,,,,,,,,,
8610,Trenton,NJ,Mercer,91404,288000,14,27,16,0,0,38,236,1255,299189,51,,
8611,Trenton,NJ,Mercer,84114,,,,,,,,,,,,,
8618,Trenton,NJ,Mercer,114687,179950,43,29,42,0,4,46,124,1509,202355,89,,
8619,Trenton,NJ,Mercer,68169,,,,,,,,,,,,,
8620,Trenton,NJ,Mercer,44079,342475,6,24,8,0,0,18,216,1502,411917,23,,
8625,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8628,Trenton,NJ,Mercer,27162,352475,8,50,10,0,0,18,197,1792,357037,25,,
8629,Trenton,NJ,Mercer,36993,,,,,,,,,,,,,
8638,Trenton,NJ,Mercer,68496,258889,29,44,18,0,4,25,197,1344,261973,56,,
8640,Joint Base Mdl,NJ,Burlington,23148,,,,,,,,,,,,,
8641,Joint Base Mdl,NJ,Burlington,10659,,,,,,,,,,,,,
8644,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8645,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8646,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8647,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8648,Lawrence Township,NJ,Mercer,96789,389750,20,28,22,0,0,32,229,1719,471782,52,,
8650,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8666,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8690,Trenton,NJ,Mercer,55701,,,,,,,,,,,,,
8691,Trenton,NJ,Mercer,45312,664500,10,10,20,0,4,12,284,2408,794338,21,,
8695,Trenton,NJ,Mercer,,,,,,,,,,,,,,
8701,Lakewood,NJ,Ocean,278529,508250,139,42,76,2,24,176,258,1560,653332,312,,
8720,Allenwood,NJ,Monmouth,2529,1249500,2,163,0,0,0,3,534,2390,1249500,4,,
8721,Bayville,NJ,Ocean,61536,,,,,,,,,,,,,
8722,Beachwood,NJ,Ocean,33135,,,,,,,,,,,,,
8723,Brick,NJ,Ocean,94923,427448,50,25,52,0,6,76,299,1495,558898,122,,
8724,Brick,NJ,Ocean,127056,,,,,,,,,,,,,
8730,Brielle,NJ,Monmouth,14322,1354500,9,24,12,0,0,10,501,3276,2183911,19,,
8731,Forked River,NJ,Ocean,60027,,,,,,,,,,,,,
8732,Island Heights,NJ,Ocean,4452,,,,,,,,,,,,,
8733,Lakehurst,NJ,Ocean,8256,264975,2,13,2,0,0,8,188,1481,263600,10,,
8734,Lanoka Harbor,NJ,Ocean,22953,593749,13,40,8,0,2,18,255,2270,599185,31,,
8735,Lavallette,NJ,Ocean,9342,,,,,,,,,,,,,
8736,Manasquan,NJ,Monmouth,37734,1312500,25,48,16,2,2,29,446,2416,1466673,54,,
8738,Mantoloking,NJ,Ocean,3126,,,,,,,,,,,,,
8739,Normandy Beach,NJ,Ocean,,2150000,3,18,0,0,0,3,571,3600,2166333,6,,
8740,Ocean Gate,NJ,Ocean,6030,400725,4,55,2,0,0,7,233,1498,387583,10,,
8741,Pine Beach,NJ,Ocean,7464,639000,4,126,0,0,2,10,211,2880,611380,12,,
8742,Point Pleasant Beach,NJ,Ocean,73215,,,,,,,,,,,,,
8750,Sea Girt,NJ,Monmouth,10584,,,,,,,,,,,,,
8751,Seaside Heights,NJ,Ocean,12636,798500,50,41,30,0,8,44,428,1760,855771,94,,
8752,Seaside Park,NJ,Ocean,6222,,,,,,,,,,,,,
8753,Toms River,NJ,Ocean,191034,,,,,,,,,,,,,
8754,Toms River,NJ,Ocean,,,,,,,,,,,,,,
8755,Toms River,NJ,Ocean,75906,426225,87,41,42,0,22,80,242,1764,599831,167,,
8756,Toms River,NJ,Ocean,,,,,,,,,,,,,,
8757,Toms River,NJ,Ocean,99651,,,,,,,,,,,,,
8758,Waretown,NJ,Ocean,21129,594900,12,44,6,0,2,27,233,2277,861462,38,,
8759,Manchester Township,NJ,Ocean,99789,,,,,,,,,,,,,
8801,Annandale,NJ,Hunterdon,25653,358125,8,13,14,0,0,11,224,1544,408942,18,,
8802,Asbury,NJ,Warren,12201,436875,5,24,4,0,0,7,264,1890,1064279,11,,
8803,Baptistown,NJ,Hunterdon,,,,,,,,,,,,,,
8804,Bloomsbury,NJ,Hunterdon,8313,412450,1,11,0,0,0,3,237,1875,412450,4,,
8805,Bound Brook,NJ,Somerset,36762,,,,,,,,,,,,,
8807,Bridgewater,NJ,Somerset,113916,609750,32,32,32,0,4,40,319,2521,765262,73,,
8808,Broadway,NJ,Warren,258,,,,,,,,,,,,,
8809,Clinton,NJ,Hunterdon,19263,317400,6,16,6,0,0,7,214,1490,387711,12,,
8810,Dayton,NJ,Middlesex,25203,554225,8,36,6,0,0,8,298,2079,734061,16,,
8812,Dunellen,NJ,Middlesex,42888,,,,,,,,,,,,,
8816,East Brunswick,NJ,Middlesex,138894,530000,48,24,44,2,8,59,289,1659,584746,105,,
8817,Edison,NJ,Middlesex,133863,431000,28,33,26,0,2,61,302,1318,451633,86,,
8818,Edison,NJ,Middlesex,,,,,,,,,,,,,,
8820,Edison,NJ,Middlesex,118770,,,,,,,,,,,,,
8821,Flagtown,NJ,Somerset,1062,,,,,,,,,,,,,
8822,Flemington,NJ,Hunterdon,91062,,,,,,,,,,,,,
8823,Franklin Park,NJ,Somerset,27048,,,,,,,,,,,,,
8824,Kendall Park,NJ,Middlesex,36345,525450,12,34,14,0,0,14,316,1721,580008,27,,
8825,Frenchtown,NJ,Hunterdon,14121,579500,12,89,2,0,0,6,264,2194,601210,17,,
8826,Glen Gardner,NJ,Hunterdon,17514,362450,6,52,4,0,0,8,187,935,556633,14,,
8827,Hampton,NJ,Hunterdon,13887,644675,4,23,4,0,0,4,226,2657,591430,8,,
8828,Helmetta,NJ,Middlesex,6534,368675,1,242,4,0,0,2,239,1576,368675,3,,
