zipcode,city,state,county,population,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count,crime_count,crime_rate
93761,Fresno,CA,Fresno,,,,,,,,,,,,,,
93764,Fresno,CA,Fresno,,,,,,,,,,,,,,
93765,Fresno,CA,Fresno,,,,,,,,,,,,,,
93771,Fresno,CA,Fresno,,,,,,,,,,,,,,
93772,Fresno,CA,Fresno,,,,,,,,,,,,,,
93773,Fresno,CA,Fresno,,,,,,,,,,,,,,
93774,Fresno,CA,Fresno,,,,,,,,,,,,,,
93775,Fresno,CA,Fresno,,,,,,,,,,,,,,
93776,Fresno,CA,Fresno,,,,,,,,,,,,,,
93777,Fresno,CA,Fresno,,,,,,,,,,,,,,
93778,Fresno,CA,Fresno,,,,,,,,,,,,,,
93779,Fresno,CA,Fresno,,,,,,,,,,,,,,
93786,Fresno,CA,Fresno,,,,,,,,,,,,,,
93790,Fresno,CA,Fresno,,,,,,,,,,,,,,
93791,Fresno,CA,Fresno,,,,,,,,,,,,,,
93792,Fresno,CA,Fresno,,,,,,,,,,,,,,
93793,Fresno,CA,Fresno,,,,,,,,,,,,,,
93794,Fresno,CA,Fresno,,,,,,,,,,,,,,
93844,Fresno,CA,Fresno,,,,,,,,,,,,,,
93888,Fresno,CA,Fresno,,,,,,,,,,,,,,
93901,Salinas,CA,Monterey,80589,728500,19,27,16,0,4,15,444,1624,732889,33,,
93902,Salinas,CA,Monterey,,,,,,,,,,,,,,
93905,Salinas,CA,Monterey,183261,684875,5,54,4,0,0,8,351,1695,636658,13,,
93906,Salinas,CA,Monterey,178383,,,,,,,,,,,,,
93907,Salinas,CA,Monterey,65178,,,,,,,,,,,,,
93908,Salinas,CA,Monterey,39129,1467475,16,50,8,0,6,10,510,2571,1619867,25,,
93912,Salinas,CA,Monterey,,,,,,,,,,,,,,
93915,Salinas,CA,Monterey,,,,,,,,,,,,,,
93920,Big Sur,CA,Monterey,4107,12450000,3,126,0,0,0,1,2276,6421,13800000,4,,
93921,Carmel By The Sea,CA,Monterey,9843,,,,,,,,,,,,,
93922,Carmel,CA,Monterey,,,,,,,,,,,,,,
93923,Carmel,CA,Monterey,36219,,,,,,,,,,,,,
93924,Carmel Valley,CA,Monterey,18837,1723500,25,43,2,0,2,7,830,2070,2248895,31,,
93925,Chualar,CA,Monterey,5013,2795000,1,16,0,0,0,,617,4528,2795000,1,,
93926,Gonzales,CA,Monterey,26178,549500,2,58,0,0,0,3,485,1224,678375,6,,
93927,Greenfield,CA,Monterey,52641,,,,,,,,,,,,,
93928,Jolon,CA,Monterey,1518,,,,,,,,,,,,,
93930,King City,CA,Monterey,47598,561175,12,66,8,0,0,5,350,1664,748912,17,,
93932,Lockwood,CA,Monterey,1776,769000,3,280,0,0,0,1,534,1440,1149667,4,,
93933,Marina,CA,Monterey,67218,1207101,23,44,14,0,2,14,519,2250,1153915,37,,
93940,Monterey,CA,Monterey,94845,1296250,28,31,18,0,6,19,741,1567,1666344,48,,
93942,Monterey,CA,Monterey,,,,,,,,,,,,,,
93943,Monterey,CA,Monterey,18,,,,,,,,,,,,,
93944,Monterey,CA,Monterey,,,,,,,,,,,,,,
93950,Pacific Grove,CA,Monterey,45138,1837500,12,35,10,0,2,10,1024,1841,2348090,21,,
93953,Pebble Beach,CA,Monterey,13527,6344000,23,48,4,0,4,4,1656,3510,9116603,27,,
93954,San Lucas,CA,Monterey,906,,,,,,,,,,,,,
93955,Seaside,CA,Monterey,100077,779500,12,81,6,0,0,13,640,1146,1003557,25,,
93960,Soledad,CA,Monterey,81240,538750,6,33,2,0,0,7,339,1592,537645,13,,
93962,Spreckels,CA,Monterey,2019,,,,,,,,,,,,,
94002,Belmont,CA,San Mateo,77976,,,,,,,,,,,,,
94005,Brisbane,CA,San Mateo,12846,,,,,,,,,,,,,
94010,Burlingame,CA,San Mateo,122211,4492500,51,31,28,0,18,15,1444,3065,6443210,66,,
94011,Burlingame,CA,San Mateo,,,,,,,,,,,,,,
94014,Daly City,CA,San Mateo,141042,1084750,14,41,12,0,2,17,749,1409,1137322,31,,
94015,Daly City,CA,San Mateo,182781,1049222,13,23,24,0,4,19,804,1261,1066589,32,,
94016,Daly City,CA,San Mateo,,,,,,,,,,,,,,
94017,Daly City,CA,San Mateo,,,,,,,,,,,,,,
94018,El Granada,CA,San Mateo,,1905000,8,109,0,0,2,3,895,2298,1941645,11,,
94019,Half Moon Bay,CA,San Mateo,55272,1799250,11,38,6,0,6,7,746,2453,1746997,19,,
94020,La Honda,CA,San Mateo,4677,,,,,,,,,,,,,
94021,Loma Mar,CA,San Mateo,576,,,,,,,,,,,,,
94022,Los Altos,CA,Santa Clara,55500,4693000,23,24,14,0,2,8,1573,2610,5269041,30,,
94023,Los Altos,CA,Santa Clara,,,,,,,,,,,,,,
94024,Los Altos,CA,Santa Clara,67155,,,,,,,,,,,,,
94025,Menlo Park,CA,San Mateo,121578,,,,,,,,,,,,,
94026,Menlo Park,CA,San Mateo,,,,,,,,,,,,,,
94027,Atherton,CA,San Mateo,21267,,,,,,,,,,,,,
94028,Portola Valley,CA,San Mateo,19602,4293625,9,43,4,0,0,2,1432,2923,5624142,12,,
94030,Millbrae,CA,San Mateo,64608,1426250,15,20,10,0,4,9,923,1449,1616865,23,,
94035,Mountain View,CA,Santa Clara,,,,,,,,,,,,,,
94037,Montara,CA,San Mateo,8739,,,,,,,,,,,,,
94038,Moss Beach,CA,San Mateo,9120,1436500,2,89,2,0,0,2,630,2335,1396100,4,,
94039,Mountain View,CA,Santa Clara,,,,,,,,,,,,,,
94040,Mountain View,CA,Santa Clara,98988,,,,,,,,,,,,,
94041,Mountain View,CA,Santa Clara,39876,,,,,,,,,,,,,
94042,Mountain View,CA,Santa Clara,,,,,,,,,,,,,,
94043,Mountain View,CA,Santa Clara,85074,,,,,,,,,,,,,
94044,Pacifica,CA,San Mateo,111888,1523750,18,24,20,0,4,11,836,1890,1555004,29,,
94060,Pescadero,CA,San Mateo,4662,2333750,2,105,0,0,0,,1165,1699,2092917,2,,
94061,Redwood City,CA,San Mateo,108735,,,,,,,,,,,,,
94062,Redwood City,CA,San Mateo,77628,3560750,31,42,12,0,4,11,1271,2681,7085965,43,,
94063,Redwood City,CA,San Mateo,92847,1310972,8,38,2,0,0,5,961,1333,1435361,13,,
94064,Redwood City,CA,San Mateo,,,,,,,,,,,,,,
94065,Redwood City,CA,San Mateo,34077,,,,,,,,,,,,,
94066,San Bruno,CA,San Mateo,123390,1030750,15,36,12,0,6,15,878,1075,1063199,29,,
94070,San Carlos,CA,San Mateo,87498,,,,,,,,,,,,,
94074,San Gregorio,CA,San Mateo,642,,,,,,,,,,,,,
94080,South San Francisco,CA,San Mateo,191925,985500,13,31,16,0,2,18,758,1180,1054620,31,,
94083,South San Francisco,CA,San Mateo,,,,,,,,,,,,,,
94085,Sunnyvale,CA,Santa Clara,63741,,,,,,,,,,,,,
94086,Sunnyvale,CA,Santa Clara,137091,1510000,16,19,18,0,8,19,1123,1265,1631861,33,,
94087,Sunnyvale,CA,Santa Clara,162879,2371500,15,12,34,0,2,26,1246,1839,2253437,43,,
94088,Sunnyvale,CA,Santa Clara,,,,,,,,,,,,,,
94089,Sunnyvale,CA,Santa Clara,57735,,,,,,,,,,,,,
94102,San Francisco,CA,City and County of San Francisco,93528,709500,28,34,16,0,10,7,997,694,777674,36,,
94103,San Francisco,CA,City and County of San Francisco,81510,,,,,,,,,,,,,
94104,San Francisco,CA,City and County of San Francisco,1218,1462500,6,93,0,0,0,1,993,1526,1601500,7,,
94105,San Francisco,CA,City and County of San Francisco,17538,,,,,,,,,,,,,
94107,San Francisco,CA,City and County of San Francisco,79797,952500,79,50,34,0,14,23,980,1021,1123083,101,,
94108,San Francisco,CA,City and County of San Francisco,41304,,,,,,,,,,,,,
94109,San Francisco,CA,City and County of San Francisco,167952,1192500,89,44,40,4,20,33,1104,1188,2591029,120,,
94110,San Francisco,CA,City and County of San Francisco,207999,1396500,52,30,36,0,12,26,994,1554,1655880,78,,
94111,San Francisco,CA,City and County of San Francisco,11139,,,,,,,,,,,,,
94112,San Francisco,CA,City and County of San Francisco,238221,999749,47,23,38,0,10,26,802,1264,1167835,72,,
94114,San Francisco,CA,City and County of San Francisco,93372,1448000,42,35,38,0,14,22,1093,1305,1604650,60,,
94115,San Francisco,CA,City and County of San Francisco,99063,1499000,49,42,26,0,14,10,1140,1316,4440268,58,,
94116,San Francisco,CA,City and County of San Francisco,131094,,,,,,,,,,,,,
94117,San Francisco,CA,City and County of San Francisco,117507,1620000,29,32,30,2,2,20,1026,1583,1951529,47,,
94118,San Francisco,CA,City and County of San Francisco,114957,2485000,23,36,12,0,12,16,1137,2655,4390357,38,,
94119,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94120,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94121,San Francisco,CA,City and County of San Francisco,123609,1648444,27,40,14,2,4,14,1077,1733,3129228,40,,
94122,San Francisco,CA,City and County of San Francisco,168069,1569000,22,17,22,2,0,9,881,1870,1639503,31,,
94123,San Francisco,CA,City and County of San Francisco,69264,3620000,45,48,18,0,14,8,1392,2714,4532035,54,,
94124,San Francisco,CA,City and County of San Francisco,101988,967500,29,58,10,0,2,9,700,1328,968004,36,,
94125,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94126,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94127,San Francisco,CA,City and County of San Francisco,57867,,,,,,,,,,,,,
94128,San Francisco,CA,San Mateo,207,,,,,,,,,,,,,
94129,San Francisco,CA,City and County of San Francisco,9549,,,,,,,,,,,,,
94130,San Francisco,CA,City and County of San Francisco,8640,1301750,6,39,0,0,0,,1224,1071,1488950,6,,
94131,San Francisco,CA,City and County of San Francisco,80643,1537500,38,38,22,0,8,20,926,1455,1702995,58,,
94132,San Francisco,CA,City and County of San Francisco,84387,,,,,,,,,,,,,
94133,San Francisco,CA,City and County of San Francisco,78711,2336250,29,37,12,0,10,10,1192,1506,3768534,37,,
94134,San Francisco,CA,City and County of San Francisco,122394,972794,21,61,12,0,6,20,734,1377,988859,41,,
94137,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94139,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94140,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94141,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94142,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94143,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94144,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94145,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94146,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94147,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94151,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94158,San Francisco,CA,City and County of San Francisco,14376,,,,,,,,,,,,,
94159,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94160,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94161,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94163,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94164,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94172,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94177,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94188,San Francisco,CA,City and County of San Francisco,,,,,,,,,,,,,,
94203,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94204,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94205,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94206,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94207,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94208,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94209,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94211,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94229,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94230,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94232,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94234,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94235,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94236,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94237,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94239,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94240,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94244,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94245,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94247,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94248,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94249,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94250,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94252,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94254,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94256,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94257,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94258,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94259,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94261,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94262,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94263,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94267,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94268,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94269,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94271,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94273,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94274,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94277,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94278,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94279,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94280,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94282,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94283,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94284,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94285,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94286,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94287,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94288,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94289,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94290,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94291,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94293,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94294,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94295,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94296,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94297,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94298,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94299,Sacramento,CA,Sacramento,,,,,,,,,,,,,,
94301,Palo Alto,CA,Santa Clara,50985,3995000,33,43,18,0,4,10,2005,2120,5726864,44,,
94302,Palo Alto,CA,Santa Clara,,,,,,,,,,,,,,
94303,Palo Alto,CA,San Mateo,136401,2875000,23,32,22,0,6,23,1494,1788,3092748,45,,
94304,Palo Alto,CA,Santa Clara,10881,53900000,1,281,0,0,0,,2557,21082,53900000,1,,
94305,Stanford,CA,Santa Clara,41586,2300000,3,62,0,0,0,2,716,2979,2048000,5,,
94306,Palo Alto,CA,Santa Clara,79407,,,,,,,,,,,,,
94309,Palo Alto,CA,Santa Clara,,,,,,,,,,,,,,
94401,San Mateo,CA,San Mateo,103287,,,,,,,,,,,,,
94402,San Mateo,CA,San Mateo,71943,,,,,,,,,,,,,
94403,San Mateo,CA,San Mateo,118926,1511748,20,34,16,0,8,24,1003,1435,1643547,44,,
94404,San Mateo,CA,San Mateo,101247,,,,,,,,,,,,,
94497,San Mateo,CA,San Mateo,,,,,,,,,,,,,,
94501,Alameda,CA,Alameda,180636,916750,29,29,32,0,4,25,656,1383,1073295,52,,
94502,Alameda,CA,Alameda,40800,1029500,5,26,8,0,0,8,655,1673,1053119,14,,
94503,American Canyon,CA,Napa,59043,,,,,,,,,,,,,
94505,Discovery Bay,CA,Contra Costa,40209,981625,40,41,24,0,4,21,422,2627,1240858,59,,
94506,Danville,CA,Contra Costa,67356,,,,,,,,,,,,,
94507,Alamo,CA,Contra Costa,44667,,,,,,,,,,,,,
94508,Angwin,CA,Napa,10983,,,,,,,,,,,,,
94509,Antioch,CA,Contra Costa,187317,512972,41,28,48,2,12,52,338,1346,536675,90,,
94510,Benicia,CA,Solano,81264,710750,20,38,18,0,8,19,465,1531,769216,40,,
94511,Bethel Island,CA,Contra Costa,6411,,,,,,,,,,,,,
94512,Birds Landing,CA,Solano,324,650000,1,169,0,0,0,,275,2366,650000,1,,
94513,Brentwood,CA,Contra Costa,163815,,,,,,,,,,,,,
94514,Byron,CA,Contra Costa,4080,,,,,,,,,,,,,
94515,Calistoga,CA,Napa,21150,,,,,,,,,,,,,
94516,Canyon,CA,Contra Costa,633,,,,,,,,,,,,,
94517,Clayton,CA,Contra Costa,37155,,,,,,,,,,,,,
94518,Concord,CA,Contra Costa,80334,801320,16,21,20,0,4,18,493,1397,782970,34,,
94519,Concord,CA,Contra Costa,55359,734673,8,24,14,0,6,15,543,1419,722318,23,,
94520,Concord,CA,Contra Costa,111624,646710,9,32,6,0,2,17,488,1179,602417,25,,
94521,Concord,CA,Contra Costa,123747,794749,26,21,38,0,6,32,489,1495,784693,58,,
94522,Concord,CA,Contra Costa,,,,,,,,,,,,,,
94523,Pleasant Hill,CA,Contra Costa,100707,1142916,20,22,28,0,10,19,621,1840,1142707,39,,
94524,Concord,CA,Contra Costa,,,,,,,,,,,,,,
94525,Crockett,CA,Contra Costa,9381,697450,2,95,0,0,0,1,539,1413,697450,4,,
94526,Danville,CA,Contra Costa,93306,1719000,31,23,50,0,12,33,806,2052,2024327,63,,
94527,Concord,CA,Contra Costa,,,,,,,,,,,,,,
94528,Diablo,CA,Contra Costa,2892,2896500,2,51,2,0,0,2,847,3404,3612167,3,,
94529,Concord,CA,Contra Costa,,,,,,,,,,,,,,
94530,El Cerrito,CA,Contra Costa,71631,1061250,10,25,10,0,0,13,640,1649,1061166,22,,
94531,Antioch,CA,Contra Costa,120870,,,,,,,,,,,,,
94533,Fairfield,CA,Solano,207831,611245,54,43,76,0,18,79,324,1952,621733,133,,
94534,Fairfield,CA,Solano,109248,834100,31,37,34,2,6,21,352,2738,1319023,52,,
94535,Travis Afb,CA,Solano,11379,,,,,,,,,,,,,
94536,Fremont,CA,Alameda,206370,1144950,23,22,32,0,14,28,816,1400,1278338,54,,
94537,Fremont,CA,Alameda,,,,,,,,,,,,,,
94538,Fremont,CA,Alameda,183444,,,,,,,,,,,,,
94539,Fremont,CA,Alameda,150093,1182500,35,39,26,0,2,47,718,1559,1626753,79,,
94540,Hayward,CA,Alameda,,,,,,,,,,,,,,
94541,Hayward,CA,Alameda,184905,899125,22,25,22,4,8,38,554,1692,1145064,59,,
94542,Hayward,CA,Alameda,38151,1456225,8,39,8,0,0,7,592,2616,1689029,15,,
94543,Hayward,CA,Alameda,,,,,,,,,,,,,,
94544,Hayward,CA,Alameda,219078,,,,,,,,,,,,,
94545,Hayward,CA,Alameda,89121,916725,10,35,18,0,6,14,601,1495,981139,24,,
94546,Castro Valley,CA,Alameda,126627,,,,,,,,,,,,,
94547,Hercules,CA,Contra Costa,72276,665894,9,21,16,0,2,9,431,1554,735704,19,,
94548,Knightsen,CA,Contra Costa,1236,2900000,1,334,0,0,0,1,1636,1773,2900000,2,,
94549,Lafayette,CA,Contra Costa,80592,1943250,27,37,32,0,2,20,862,2339,2324865,46,,
94550,Livermore,CA,Alameda,140688,,,,,,,,,,,,,
94551,Livermore,CA,Alameda,110601,1045672,17,27,30,0,4,23,623,1866,2054661,40,,
94552,Castro Valley,CA,Alameda,43362,2034150,6,33,8,0,0,11,610,2433,2875676,17,,
94553,Martinez,CA,Contra Costa,141195,757961,25,42,26,0,4,33,467,1587,950186,58,,
94555,Fremont,CA,Alameda,102429,1258419,4,18,12,0,0,10,835,1421,1223704,12,,
94556,Moraga,CA,Contra Costa,45687,,,,,,,,,,,,,
94557,Hayward,CA,Alameda,,,,,,,,,,,,,,
94558,Napa,CA,Napa,200490,,,,,,,,,,,,,
94559,Napa,CA,Napa,81552,,,,,,,,,,,,,
94560,Newark,CA,Alameda,127719,1219444,21,25,28,0,4,23,743,1587,1262746,43,,
94561,Oakley,CA,Contra Costa,109545,709995,36,35,36,4,8,47,312,2414,761477,80,,
94562,Oakville,CA,Napa,,,,,,,,,,,,,,
94563,Orinda,CA,Contra Costa,53016,1844500,14,19,22,0,4,22,794,2298,2149978,37,,
94564,Pinole,CA,Contra Costa,54861,,,,,,,,,,,,,
94565,Pittsburg,CA,Contra Costa,253923,608250,42,31,52,2,6,63,365,1626,624738,104,,
94566,Pleasanton,CA,Alameda,122652,,,,,,,,,,,,,
94567,Pope Valley,CA,Napa,1869,331250,5,283,4,0,0,3,346,1104,2180275,8,,
94568,Dublin,CA,Alameda,138048,,,,,,,,,,,,,
94569,Port Costa,CA,Contra Costa,594,,,,,,,,,,,,,
94570,Moraga,CA,Contra Costa,,,,,,,,,,,,,,
94571,Rio Vista,CA,Solano,23733,,,,,,,,,,,,,
94572,Rodeo,CA,Contra Costa,26052,744500,4,18,6,0,0,3,447,1542,737557,6,,
94573,Rutherford,CA,Napa,282,,,,,,,,,,,,,
94574,Saint Helena,CA,Napa,26226,2347500,36,132,10,0,4,9,961,2404,4656159,44,,
94575,Moraga,CA,Contra Costa,2922,,,,,,,,,,,,,
94576,Deer Park,CA,Napa,492,,,,,,,,,,,,,
94577,San Leandro,CA,Alameda,136680,844750,19,30,20,0,6,18,554,1231,854502,36,,
94578,San Leandro,CA,Alameda,115674,,,,,,,,,,,,,
94579,San Leandro,CA,Alameda,61713,,,,,,,,,,,,,
94580,San Lorenzo,CA,Alameda,81456,823500,9,15,12,0,0,10,583,1452,825093,19,,
94581,Napa,CA,Napa,,,,,,,,,,,,,,
94582,San Ramon,CA,Contra Costa,115611,1718888,14,13,34,0,2,23,695,2427,1709744,36,,
94583,San Ramon,CA,Contra Costa,104577,1469800,24,16,36,0,4,24,735,1923,1834214,47,,
94585,Suisun City,CA,Solano,84789,,,,,,,,,,,,,
94586,Sunol,CA,Alameda,2775,1998750,5,121,0,0,0,2,750,2822,2758950,6,,
94587,Union City,CA,Alameda,208548,,,,,,,,,,,,,
94588,Pleasanton,CA,Alameda,92526,,,,,,,,,,,,,
94589,Vallejo,CA,Solano,89628,530500,14,33,12,0,6,13,365,1482,505537,27,,
94590,Vallejo,CA,Solano,106260,522000,33,35,28,4,4,28,384,1227,508913,60,,
94591,Vallejo,CA,Solano,159126,641175,36,31,52,0,10,38,344,1813,628304,73,,
94592,Vallejo,CA,Solano,2226,,,,,,,,,,,,,
94595,Walnut Creek,CA,Contra Costa,49275,699800,51,35,42,0,18,48,568,1253,893023,98,,
94596,Walnut Creek,CA,Contra Costa,60111,,,,,,,,,,,,,
94597,Walnut Creek,CA,Contra Costa,60831,798000,15,11,30,0,6,18,593,1251,894564,33,,
94598,Walnut Creek,CA,Contra Costa,77454,,,,,,,,,,,,,
94599,Yountville,CA,Napa,9063,1375000,3,130,0,0,0,3,1126,1195,1337500,5,,
94601,Oakland,CA,Alameda,150882,,,,,,,,,,,,,
94602,Oakland,CA,Alameda,84987,899450,17,29,16,0,4,19,593,1394,969844,36,,
94603,Oakland,CA,Alameda,94209,,,,,,,,,,,,,
94604,Oakland,CA,Alameda,,,,,,,,,,,,,,
94605,Oakland,CA,Alameda,117048,728745,54,33,36,0,10,36,521,1442,878350,90,,
94606,Oakland,CA,Alameda,110016,680000,21,30,16,0,0,8,557,1265,797558,29,,
94607,Oakland,CA,Alameda,74934,,,,,,,,,,,,,
94608,Emeryville,CA,Alameda,84057,754950,40,41,24,0,4,25,634,1190,815249,65,,
94609,Oakland,CA,Alameda,61788,984250,17,21,12,0,6,9,745,1212,1027268,26,,
94610,Oakland,CA,Alameda,87861,1150000,24,33,26,0,8,13,636,1653,1194809,37,,
94611,Oakland,CA,Alameda,109695,1287500,38,23,36,0,10,25,680,2085,1499827,61,,
94612,Oakland,CA,Alameda,43167,749000,17,39,10,0,6,9,651,1062,719778,26,,
94613,Oakland,CA,Alameda,2145,,,,,,,,,,,,,
94614,Oakland,CA,Alameda,,,,,,,,,,,,,,
94615,Oakland,CA,Alameda,,,,,,,,,,,,,,
94617,Oakland,CA,Alameda,,,,,,,,,,,,,,
94618,Oakland,CA,Alameda,48138,,,,,,,,,,,,,
94619,Oakland,CA,Alameda,69897,929222,17,24,10,0,6,8,641,1312,1051405,24,,
94620,Piedmont,CA,Alameda,,,,,,,,,,,,,,
94621,Oakland,CA,Alameda,89610,451972,22,102,6,0,4,13,461,954,491477,35,,
94622,Oakland,CA,Alameda,,,,,,,,,,,,,,
94623,Oakland,CA,Alameda,,,,,,,,,,,,,,
94624,Oakland,CA,Alameda,,,,,,,,,,,,,,
94649,Oakland,CA,Alameda,,,,,,,,,,,,,,
94659,Oakland,CA,Alameda,,,,,,,,,,,,,,
94660,Oakland,CA,Alameda,,,,,,,,,,,,,,
94661,Oakland,CA,Alameda,,,,,,,,,,,,,,
94662,Emeryville,CA,Alameda,,,,,,,,,,,,,,
94666,Oakland,CA,Alameda,,,,,,,,,,,,,,
94701,Berkeley,CA,Alameda,,,,,,,,,,,,,,
94702,Berkeley,CA,Alameda,47937,,,,,,,,,,,,,
94703,Berkeley,CA,Alameda,59538,997000,7,40,4,0,2,6,794,1220,973101,13,,
94704,Berkeley,CA,Alameda,76776,578250,5,15,4,0,0,4,887,715,761050,9,,
94705,Berkeley,CA,Alameda,38286,1958500,7,31,8,0,0,7,905,2424,2207450,13,,
94706,Albany,CA,Alameda,58845,691500,7,25,4,0,0,12,688,1098,742975,18,,
94707,Berkeley,CA,Alameda,35130,2015750,5,14,8,0,0,5,731,2664,1810100,9,,
94708,Berkeley,CA,Alameda,32955,,,,,,,,,,,,,
94709,Berkeley,CA,Alameda,35418,1307500,4,53,0,0,2,3,722,1686,1540000,7,,
94710,Berkeley,CA,Alameda,20844,,,,,,,,,,,,,
94712,Berkeley,CA,Alameda,,,,,,,,,,,,,,
94720,Berkeley,CA,Alameda,8892,,,,,,,,,,,,,
94801,Richmond,CA,Contra Costa,88185,,,,,,,,,,,,,
94802,Richmond,CA,Contra Costa,,,,,,,,,,,,,,
94803,El Sobrante,CA,Contra Costa,74712,,,,,,,,,,,,,
94804,Richmond,CA,Contra Costa,115677,631250,18,37,20,0,2,33,529,1181,607666,51,,
94805,Richmond,CA,Contra Costa,40944,672250,6,11,6,0,2,9,611,1086,751208,15,,
94806,San Pablo,CA,Contra Costa,179583,569250,29,31,32,2,6,26,439,1238,617136,56,,
94807,Richmond,CA,Contra Costa,,,,,,,,,,,,,,
94808,Richmond,CA,Contra Costa,,,,,,,,,,,,,,
94820,El Sobrante,CA,Contra Costa,,,,,,,,,,,,,,
94850,Richmond,CA,Contra Costa,0,,,,,,,,,,,,,
94901,San Rafael,CA,Marin,123471,,,,,,,,,,,,,
